distance_market_km
0.222413451
0.222413451
0.892084617
0.892084617
0.892084617
0.923052725
0.923052725
0.923052725
0.923052725
0.936076354
0.936814707
0.948648464
0.948648464
0.948648464
0.974146677
1.140089804
1.163349355
1.163349355
1.163349355
1.171861915
1.171861915
1.171861915
1.228355921
1.228355921
1.241362551
1.241362551
1.242142299
1.242142299
1.270988384
1.270988384
1.270988384
1.270988384
1.27818382
1.27818382
1.385018907
1.385018907
1.480046256
1.480046256
1.480046256
1.557808201
1.557808201
1.557808201
1.565353217
1.565353217
1.604190643
1.604190643
1.604190643
1.604190643
1.604190643
1.620113744
1.749593829
1.889191127
1.889191127
1.889191127
1.906767911
1.924724397
1.948903194
1.948903194
1.948903194
1.950231487
1.950231487
1.950231487
1.950231487
1.950469534
1.994835582
2.041577627
2.041577627
2.041577627
2.058963234
2.058963234
2.216839839
2.216839839
2.224256827
2.224256827
2.224256827
2.284778985
2.284778985
2.350843915
2.350843915
2.408010367
2.408010367
2.460805633
2.460805633
2.460805633
2.460805633
2.492677561
2.55834644
2.575019134
2.575019134
2.589624084
2.589624084
2.619543519
2.642208474
2.653794173
2.765226749
2.771346089
2.771346089
2.783971894
2.783971894
2.831696874
2.831696874
2.888944977
2.888944977
2.893528589
2.893528589
2.893528589
2.934763457
2.934763457
2.934763457
2.934763457
2.934763457
2.934763457
2.934763457
3.025840395
3.025840395
3.025840395
3.036734979
3.036734979
3.037224265
3.037224265
3.037224265
3.057146668
3.057146668
3.057146668
3.122976818
3.122976818
3.123404033
3.123404033
3.275144122
3.275144122
3.276708762
3.326777871
3.397931519
3.397931519
3.446482309
3.446482309
3.491524888
3.491524888
3.491524888
3.491524888
3.505528848
3.505528848
3.544110814
3.605011594
3.704542174
3.704542174
3.712988787
3.712988787
3.712988787
3.806802235
3.873022918
3.90470125
3.90470125
3.912955549
3.912955549
3.956110164
3.956110164
3.956110164
3.957993193
3.978937523
3.978937523
3.985113797
3.985113797
3.996104273
3.996104273
3.996104273
4.014166329
4.014166329
4.034684318
4.034684318
4.045517424
4.045517424
4.080348061
4.096823669
4.096823669
