"","Pseudorep","Median_distance_huanan"
"1",757,0.255900528858036
"2",330,0.288765956418878
"3",954,0.419341297291215
"4",303,0.725029868259131
"5",717,0.79323810469328
"6",377,0.799723383619491
"7",194,0.959394952457834
"8",858,1.03598275228649
"9",76,1.09954811965324
"10",736,1.09954811965324
"11",609,1.21201508990863
"12",142,1.22619742704937
"13",86,1.23166569429587
"14",148,1.25372571084733
"15",354,1.30774004139957
"16",491,1.34636410922048
"17",221,1.34840755329888
"18",174,1.35497474106887
"19",903,1.41002848256396
"20",670,1.4124586312169
"21",268,1.42755232977783
"22",964,1.48301870557239
"23",650,1.62731300586577
"24",808,1.68193299058537
"25",102,1.68904495598391
"26",295,1.71422466107053
"27",679,1.73963803087219
"28",870,1.8075291467084
"29",524,1.82517773856928
"30",894,1.84794623605188
"31",691,1.85755805137597
"32",410,1.85864350239528
"33",479,1.86022571619754
"34",238,1.9162171770359
"35",483,1.917128793437
"36",950,1.91754141003242
"37",329,1.92990100220521
"38",328,2.02538224525497
"39",513,2.03106547865725
"40",860,2.0408036026232
"41",429,2.08130359152179
"42",831,2.10127070519931
"43",733,2.12348574462634
"44",926,2.12731979059684
"45",612,2.25036130505513
"46",249,2.30070215532034
"47",434,2.34960014197713
"48",779,2.36930388846466
"49",608,2.49902666951867
"50",955,2.61276325619418
"51",824,2.63227883847122
"52",99,2.69217126463414
"53",908,2.69983123269192
"54",572,2.73317427139268
"55",716,2.74979334225065
"56",66,2.75424597175336
"57",974,2.77991162843442
"58",319,2.7944426365721
"59",701,2.92599682116207
"60",199,2.93659531305263
"61",534,2.95511747217326
"62",848,2.95935101300276
"63",94,2.98996853279246
"64",486,3.00047022867278
"65",563,3.02000191811189
"66",525,3.04859478140772
"67",587,3.05821993465676
"68",986,3.10470290189809
"69",643,3.10844020489754
"70",48,3.12518649348335
"71",763,3.1279388346087
"72",273,3.15188818815341
"73",239,3.17395738032887
"74",783,3.22751898544563
"75",889,3.3254995912089
"76",91,3.41567990858193
"77",709,3.41760758365361
"78",262,3.41763281330662
"79",476,3.49028580326061
"80",685,3.51315900077135
"81",963,3.56711921249645
"82",427,3.57579314250617
"83",899,3.70889456354488
"84",773,3.73451303677113
"85",311,3.81883172715577
"86",446,3.84369186898753
"87",740,3.85507580934613
"88",253,3.91123548638789
"89",374,3.91834014117457
"90",550,3.95392663058413
"91",297,3.96285752616496
"92",309,3.99024582390874
"93",413,3.99830299972271
"94",865,3.99830299972271
"95",785,4.0170351081344
"96",404,4.04851449794748
"97",519,4.10539163832739
"98",877,4.13356900865514
"99",464,4.1524662387027
"100",862,4.18425020053463
"101",653,4.18645626086886
"102",403,4.19772302732534
"103",624,4.20250754189588
"104",442,4.25445249044037
"105",136,4.2788656908705
"106",970,4.28797942273079
"107",639,4.31115338406809
"108",636,4.33432888055637
"109",680,4.34939652744454
"110",432,4.36138924797442
"111",649,4.41361729751063
"112",821,4.44368358723141
"113",871,4.53900362931677
"114",571,4.55136107743631
"115",348,4.56212392856807
"116",588,4.58724036056713
"117",930,4.63298637378172
"118",163,4.69683621129611
"119",793,4.75822884680237
"120",511,4.81090653191909
"121",803,4.83604559694368
"122",654,4.86490235822352
"123",508,4.8652424663091
"124",774,4.86929228464426
"125",829,4.87702686380448
"126",754,4.87885549096074
"127",471,4.88402080512252
"128",54,4.88892538361112
"129",4,4.89172580125178
"130",152,4.94398080023072
"131",165,4.94897364416512
"132",306,4.96121108855168
"133",372,5.00823475782952
"134",820,5.06046446443966
