"","Pseudorep","Median_distance_huanan"
"1",334,5.86917717009729
"2",257,6.36051877196967
"3",791,6.94090983626212
"4",866,7.45771243505435
"5",817,7.65663122638898
"6",676,7.69253285626566
"7",27,7.72561348804562
"8",681,7.79501575719773
"9",222,7.88177891835468
"10",928,7.95996330757512
"11",154,8.01399116665771
"12",519,8.03317286874901
"13",792,8.13451696888533
"14",661,8.18405473012304
"15",152,8.19195782948489
"16",497,8.22803275011845
"17",163,8.29802768506315
"18",638,8.64521961957402
"19",536,8.65121443369446
"20",498,8.65662110510869
"21",511,8.68454096326122
"22",48,8.73280419542288
"23",749,8.78055740910961
"24",688,8.81265904567288
"25",682,8.82149889002109
"26",195,8.92994601789788
"27",621,8.93802114616492
"28",597,8.97530917989544
"29",938,9.03976936400928
"30",123,9.06122458023444
"31",106,9.16282441322553
"32",701,9.17025263193813
"33",941,9.22465603665023
"34",14,9.23179744265696
"35",685,9.26072173426558
"36",686,9.27916468334594
"37",502,9.33673498583538
"38",345,9.34281203565643
"39",243,9.35247639002927
"40",72,9.3896736198506
"41",87,9.39227053190766
"42",799,9.40493994800234
"43",649,9.51434647336761
"44",161,9.51690614146356
"45",562,9.53908965402309
"46",584,9.59261843238007
"47",678,9.65092509069858
"48",447,9.67821538565903
"49",772,9.71569603819242
"50",283,9.75815886570113
"51",859,9.78424264106243
"52",324,9.79972851424462
"53",213,9.81323999880802
"54",346,9.8421522135728
"55",437,9.88756824016254
"56",1000,9.93610452266284
"57",668,9.95700361723139
"58",205,9.95841413408142
"59",954,9.97875795264904
"60",31,9.97885873326313
"61",589,9.98071991740947
"62",57,10.0229194764781
"63",90,10.031673890445
"64",759,10.0640041115348
"65",909,10.0951886336382
"66",760,10.1231171613306
"67",615,10.1285552020845
"68",454,10.1444598885818
"69",277,10.1460529880797
"70",71,10.1959890563909
"71",263,10.2660448539214
"72",994,10.2967027610693
"73",253,10.3350846401215
"74",327,10.3407796687546
"75",417,10.3998139302638
"76",873,10.4193477300847
"77",739,10.4513234045335
"78",368,10.4515821027332
"79",103,10.4776673787374
"80",951,10.4815434430356
"81",518,10.5084855398962
"82",814,10.5105081250199
"83",273,10.5152635682792
"84",958,10.5264235331712
"85",972,10.5288507602942
"86",2,10.5443099166569
"87",145,10.5443099166569
"88",241,10.5632727350721
"89",168,10.6117420495278
"90",298,10.614988597306
"91",571,10.6868763050688
"92",639,10.6881902075776
"93",228,10.7061382180235
"94",176,10.7089911166744
"95",575,10.7143223114449
"96",414,10.7187281279698
"97",526,10.7389533954485
"98",742,10.7696777314539
"99",275,10.7967373935389
"100",63,10.8113716854091
"101",395,10.817636723603
"102",230,10.8357302178606
"103",258,10.8447588299627
"104",206,10.8609775487608
"105",39,10.8658190145848
"106",375,10.8743219327138
"107",937,10.8743219327138
"108",135,10.886695183626
"109",20,10.9302552183104
"110",594,10.9436818115293
"111",653,10.9603603083513
"112",433,10.9637482777132
"113",705,10.9730369244993
"114",354,10.9967930818873
"115",984,11.0421687290672
"116",357,11.0700617294548
"117",198,11.0918107751506
"118",730,11.1020114427845
"119",377,11.1289070117375
"120",922,11.1843289567144
"121",727,11.2025196236597
"122",704,11.2206640791714
"123",587,11.2248220546206
"124",267,11.2459624521414
"125",469,11.2806434802257
"126",970,11.2909691355506
"127",667,11.2981018340142
"128",588,11.3040202936174
"129",613,11.3080869322596
"130",190,11.3240791757876
"131",976,11.3376160555424
"132",867,11.3383170358022
"133",118,11.3522593797096
"134",174,11.36050433641
"135",931,11.4020193611343
"136",40,11.4157796533613
"137",877,11.4247359870879
"138",249,11.4749655955364
"139",157,11.4799386192888
"140",88,11.5071649856111
"141",757,11.5339726486831
"142",412,11.5617317044754
"143",811,11.564458084006
"144",226,11.5742320792052
"145",830,11.5750160534749
"146",758,11.5807235089323
"147",139,11.5944727502061
"148",595,11.5986882080468
"149",219,11.6160179809054
"150",430,11.6253962055745
"151",383,11.6350992016656
"152",280,11.636777760298
"153",591,11.6406373100968
"154",549,11.6463313307786
"155",700,11.6547965158621
"156",514,11.6645849221168
"157",3,11.6690662798621
"158",301,11.672870452807
"159",539,11.6868233701628
"160",33,11.7255134965887
"161",904,11.7352771665974
"162",49,11.7450429610027
"163",297,11.7558846456761
"164",221,11.7799368545345
"165",13,11.782534232118
"166",935,11.786802502841
"167",801,11.7961631892192
"168",509,11.8082229339648
"169",43,11.8088348473638
"170",616,11.8093924330728
"171",350,11.814537476128
"172",647,11.825926757157
"173",635,11.8297591585402
"174",318,11.8376607578171
"175",590,11.8713104952573
"176",209,11.8713816335856
"177",829,11.9072189412484
"178",1,11.9139632474613
"179",974,11.9730271715429
"180",741,11.9826499215631
"181",631,11.9972848070722
"182",281,11.9992986497728
"183",525,12.0047207018045
"184",179,12.0129907015661
"185",835,12.0351161751973
"186",520,12.0420435759798
"187",672,12.049745739654
"188",769,12.0543418545895
"189",916,12.0751109877737
"190",905,12.0997239342466
"191",800,12.1161221232824
"192",215,12.1246843973844
"193",952,12.1321495436798
"194",645,12.1442202003792
"195",159,12.1446344189199
"196",19,12.1579581685106
"197",279,12.165366547582
"198",766,12.1751603353309
"199",684,12.1995969214321
"200",999,12.2100396324038
"201",329,12.2105702382794
"202",337,12.2286992443459
"203",313,12.2433979636203
"204",396,12.2501059293719
"205",445,12.2626436431872
"206",914,12.3455023068061
"207",475,12.3698727367153
"208",636,12.3773164317624
"209",408,12.3948868911268
"210",872,12.4260661406202
"211",99,12.4309306942678
"212",181,12.4340380389373
"213",718,12.4357830899918
"214",8,12.4431041606867
"215",231,12.444019187914
"216",23,12.4512986848251
"217",634,12.4920739797267
"218",394,12.500430768549
"219",216,12.525492461354
"220",862,12.5282946799528
"221",36,12.5457534721234
"222",915,12.5481014330694
"223",823,12.553748744696
"224",797,12.5643364487707
"225",693,12.5678524163215
"226",592,12.5832671827767
"227",623,12.5981452983781
"228",955,12.5984451264606
"229",924,12.6402722453515
"230",404,12.6687009303588
"231",69,12.6702551966072
"232",627,12.7090768393283
"233",244,12.7628035962832
"234",142,12.7650024557042
"235",132,12.8140667103496
"236",35,12.8146737296667
"237",795,12.8554101361595
"238",625,12.8646936908097
"239",293,12.9171983863334
"240",441,12.9213749957694
"241",180,12.92545705072
"242",847,12.9294990984481
"243",256,12.956481829833
"244",131,12.9580320352004
"245",559,12.9614548472576
"246",781,12.9675955095455
"247",957,12.968405635729
"248",160,12.9687788535617
"249",503,12.9793223625246
"250",130,12.9808837086632
"251",698,12.9856467686598
"252",674,12.9975833921924
"253",561,13.0384637644455
"254",105,13.0521624007669
"255",912,13.0583873182252
"256",73,13.0585859820384
"257",418,13.0610570561193
"258",141,13.0793195031288
"259",264,13.0799259815275
"260",875,13.0883056418554
"261",247,13.1045409695916
"262",435,13.1513833766434
"263",487,13.1774952895347
"264",703,13.2017956128633
"265",311,13.2305425563819
"266",386,13.237104409053
"267",427,13.2454340621087
"268",124,13.2521518308067
"269",998,13.2525619607376
"270",248,13.2552711904223
"271",322,13.2636072272374
"272",919,13.2790769824603
"273",265,13.3169673735768
"274",602,13.3229202824997
"275",619,13.327598267122
"276",610,13.3663522446129
"277",997,13.3705685451029
"278",946,13.37863054904
"279",102,13.3809136158923
"280",529,13.3825935542975
"281",767,13.3953062299217
"282",603,13.4201046553762
"283",254,13.4480350973072
"284",156,13.4746219926937
"285",527,13.5037713469927
"286",446,13.5566294763737
"287",24,13.5719538470288
"288",108,13.5841661031962
"289",330,13.5940109844687
"290",211,13.6014534170033
"291",416,13.6211787909721
"292",127,13.6313637342097
"293",628,13.6417978797854
"294",606,13.6571960143466
"295",477,13.6622772746616
"296",16,13.6626475137628
"297",826,13.6773692569288
"298",155,13.6827742268286
"299",467,13.7420274637534
"300",457,13.7510483558937
"301",420,13.7544823730455
"302",987,13.7649506504346
"303",224,13.7760127703757
"304",326,13.7785284430478
"305",151,13.7843864408321
"306",854,13.802749758809
"307",543,13.8272115349281
"308",485,13.8284109255225
"309",459,13.8344570537821
"310",988,13.8603874563589
"311",387,13.8856983463815
"312",725,13.9062568711385
"313",778,13.9082723594741
"314",347,13.9088428668308
"315",229,13.9175069360554
"316",896,13.9220425833081
"317",982,13.950695577521
"318",582,13.9800428474057
"319",400,13.9872152652426
"320",626,13.9973371556449
"321",735,14.0273232798592
"322",153,14.0297331669568
"323",389,14.0443180372512
"324",784,14.0452867199886
"325",113,14.0458198439447
"326",342,14.0847415099117
"327",126,14.0877035707641
"328",97,14.0984667793487
"329",796,14.1091087651911
"330",655,14.1287572716899
"331",76,14.1464237623491
"332",409,14.1515217873443
"333",52,14.1965119617874
"334",558,14.1967663297485
"335",889,14.1990932564865
"336",754,14.1992734504444
"337",581,14.1998504902445
"338",528,14.2079501638212
"339",65,14.2491675260833
"340",816,14.2633249566509
"341",452,14.2704601174631
"342",720,14.2877332480954
"343",365,14.2954320284316
"344",722,14.3035264227515
"345",425,14.304477890696
"346",355,14.3304818288146
"347",894,14.338764791246
"348",422,14.3555468153021
"349",857,14.393540459483
"350",664,14.4115196724387
"351",453,14.4133237667492
"352",359,14.438806583211
"353",579,14.4598538630485
"354",808,14.4624617945233
"355",292,14.4626866465533
"356",943,14.4627489678594
"357",624,14.4733018906125
"358",406,14.4777494605784
"359",192,14.4918034327069
"360",93,14.49741350294
"361",540,14.5287691369848
"362",973,14.5425984559345
"363",169,14.5477780235834
"364",842,14.5674877666623
"365",303,14.595821471346
"366",361,14.6064402293969
"367",980,14.609734906391
"368",119,14.6125367940245
"369",349,14.6168144014462
"370",533,14.6264300252129
"371",64,14.6316748344616
"372",493,14.6338491564735
"373",913,14.6627569774605
"374",18,14.6691498489633
"375",500,14.6776794513121
"376",328,14.6932242227754
"377",828,14.7044312998564
"378",204,14.7242134328403
"379",125,14.7322977852952
"380",560,14.7335498698739
"381",171,14.7446068289996
"382",96,14.7613489009807
"383",918,14.7781153623059
"384",506,14.7946082169682
"385",332,14.8006352980106
"386",744,14.8682793768691
"387",348,14.8767272182107
"388",768,14.885394427268
"389",569,14.9007596730086
"390",147,14.9013323155959
"391",853,14.9122730017564
"392",737,14.9411518483542
"393",860,14.9460447496599
"394",489,14.9553338747347
"395",840,14.9985895019985
"396",352,15.0141895013258
"397",115,15.0275852772367
"398",804,15.0440695280817
"399",15,15.0482726638805
"400",201,15.0725224218379
"401",824,15.0848296533251
"402",320,15.0941068609273
"403",620,15.0954932744934
"404",392,15.0982820261268
"405",61,15.115974745777
"406",344,15.1248329554613
"407",945,15.2049697738812
"408",646,15.2480769234857
"409",708,15.2552154982729
"410",774,15.2612492828601
"411",551,15.2634996798805
"412",448,15.269122702426
"413",745,15.2881332406223
"414",680,15.3027165869282
"415",580,15.3034292168434
"416",670,15.3495478930441
"417",323,15.3823582209951
"418",985,15.3961064433148
"419",566,15.4205992388203
"420",296,15.431581505106
"421",372,15.4320932825592
"422",116,15.4341546972147
"423",405,15.4566081205442
"424",881,15.4574538082318
"425",262,15.4576252545837
"426",508,15.4598052962105
"427",227,15.4619169088747
"428",484,15.4966135358103
"429",21,15.5022549002679
"430",586,15.5080792038497
"431",687,15.5163588106494
"432",175,15.519621568258
"433",715,15.5464938733316
"434",104,15.5562769920061
"435",203,15.5575624007021
"436",415,15.5646662034544
"437",807,15.5687548783957
"438",748,15.5726850321484
"439",186,15.5927055972236
"440",129,15.6222033361638
"441",464,15.623282760569
"442",837,15.6338207629727
"443",11,15.6481139161432
"444",752,15.6503273624291
"445",956,15.66249911155
"446",353,15.6786861664365
"447",654,15.6786861664365
"448",723,15.6835619277633
"449",319,15.7032542532424
"450",793,15.7055741952356
"451",455,15.7065683219745
"452",512,15.7081296296937
"453",10,15.7192424716687
"454",325,15.7194163474677
"455",38,15.7450631763658
"456",933,15.7519182617877
"457",669,15.75306021487
"458",117,15.7541722913979
"459",37,15.7786766756147
"460",299,15.7806425683085
"461",903,15.7868417041195
"462",756,15.7997285046164
"463",788,15.8037086435743
"464",385,15.8422910848431
"465",641,15.846224685273
"466",421,15.8481471976731
"467",478,15.8547274737609
"468",239,15.8710184791793
"469",410,15.8874906054571
"470",284,15.895479514214
"471",917,15.8954833877382
"472",729,15.9123069958619
"473",282,15.9333701961832
"474",122,15.9430299106638
"475",929,15.9610053528363
"476",150,15.9660802649893
"477",74,15.9683477226654
"478",316,15.9712184159276
"479",709,15.9727872834036
"480",596,15.9793518191197
"481",197,15.9928567095417
"482",196,15.9968311331416
"483",809,16.0037791941434
"484",697,16.0075828776901
"485",642,16.0097770650001
"486",921,16.0103310388423
"487",573,16.0264742023937
"488",694,16.029565354966
"489",564,16.0418892472564
"490",899,16.0578294093071
"491",969,16.0764222325208
"492",695,16.0946697237939
"493",714,16.1003122039525
"494",940,16.1028469346317
"495",300,16.1515877689334
"496",953,16.1563774548288
"497",886,16.166098876479
"498",294,16.1661897702346
"499",343,16.1873748001493
"500",878,16.2014026581949
"501",601,16.2072147641379
"502",7,16.2504572166415
"503",633,16.2528819916292
"504",690,16.2561974209726
"505",312,16.2579697362409
"506",911,16.2592901605223
"507",990,16.2750210442679
"508",120,16.3034153026529
"509",728,16.3141683594732
"510",382,16.3169175092581
"511",218,16.3256823632204
"512",852,16.3451350573213
"513",210,16.3539407809957
"514",360,16.3571370888411
"515",304,16.36966523747
"516",692,16.3825029326715
"517",568,16.3920732507789
"518",671,16.3954807461104
"519",726,16.4351135928377
"520",172,16.4822329224872
"521",29,16.4833192678439
"522",461,16.4860999642608
"523",515,16.4966965059731
"524",950,16.5309056078716
"525",554,16.5354649954205
"526",930,16.5609123651392
"527",490,16.5623289302783
"528",474,16.5657974853031
"529",962,16.5748776613076
"530",677,16.5897253559428
"531",393,16.62478124603
"532",335,16.6355692239231
"533",640,16.6445882439609
"534",128,16.654864040183
"535",964,16.657563558013
"536",100,16.6625476326185
"537",499,16.6737313568226
"538",870,16.6782406837717
"539",658,16.6795086153628
"540",428,16.6891197290814
"541",373,16.6939248811191
"542",750,16.7017196503536
"543",488,16.7020702698054
"544",450,16.7375315193543
"545",5,16.7603359585427
"546",572,16.7782847846025
"547",217,16.7846374642582
"548",608,16.785182830515
"549",780,16.8002391548644
"550",397,16.8192645149205
"551",407,16.8220869936256
"552",555,16.8289620165257
"553",486,16.8406824214583
"554",530,16.8501362410101
"555",600,16.8627054992886
"556",83,16.8729982297908
"557",605,16.8743499616494
"558",336,16.8749349919955
"559",892,16.8826917576154
"560",770,16.904464100815
"561",121,16.9075787171391
"562",517,16.9392925695016
"563",70,16.9421164575429
"564",307,16.9559550832959
"565",444,16.9744115766276
"566",900,16.9813367355767
"567",794,17.0110771760774
"568",465,17.022105196405
"569",609,17.0740128382927
"570",786,17.085339857372
"571",25,17.1160507307319
"572",557,17.1179040880768
"573",920,17.1231610041884
"574",479,17.1237345783174
"575",510,17.1517239842216
"576",458,17.1600396041749
"577",712,17.1709754018102
"578",552,17.1770643516437
"579",143,17.1854929919576
"580",481,17.1908717310437
"581",291,17.1972197473715
"582",545,17.2083796009234
"583",46,17.2138823081183
"584",56,17.2211847168682
"585",968,17.2267439353774
"586",843,17.2898362669098
"587",112,17.3146343252622
"588",785,17.3295909018724
"589",699,17.3363392237417
"590",223,17.3382732523907
"591",53,17.3477545111573
"592",339,17.3495675883677
"593",856,17.3503619919965
"594",92,17.3688690957134
"595",776,17.3809008610636
"596",470,17.4122395665688
"597",91,17.4403920017017
"598",340,17.4438188763925
"599",449,17.4441978711017
"600",331,17.4493443461405
"601",851,17.4517850155231
"602",815,17.4665277848459
"603",516,17.4698972822319
"604",839,17.4855710830866
"605",138,17.4892142752422
"606",466,17.4946772730177
"607",890,17.4959861834789
"608",170,17.5073855777469
"609",787,17.5188257013312
"610",864,17.5310187218975
"611",268,17.5329752492511
"612",673,17.5637774059475
"613",54,17.5842677325286
"614",798,17.5987771389836
"615",246,17.638249838494
"616",207,17.6512863932231
"617",388,17.6536742850648
"618",880,17.6551963178261
"619",724,17.6602812409647
"620",494,17.6742183576066
"621",183,17.6958718487556
"622",429,17.7048802546169
"623",907,17.7062362660417
"624",401,17.7235937745468
"625",978,17.7365401535688
"626",604,17.7466357938221
"627",820,17.7657694183245
"628",838,17.7662334337774
"629",371,17.773525076902
"630",250,17.8011714497798
"631",426,17.8334771224309
"632",637,17.8577474911505
"633",85,17.8704293898829
"634",783,17.8807099830411
"635",657,17.9393685943167
"636",351,17.9505323684397
"637",225,17.973608624581
"638",849,17.9792792647132
"639",341,17.9833522862379
"640",411,18.0115958675865
"641",77,18.0134392328973
"642",790,18.021054090171
"643",431,18.0291195063308
"644",456,18.0444749808779
"645",810,18.0690763621634
"646",167,18.0747298185572
"647",651,18.0750123436935
"648",989,18.0887658480023
"649",777,18.1172169360425
"650",220,18.1199871036178
"651",548,18.1323109740187
"652",380,18.1358919568808
"653",314,18.1498758076111
"654",193,18.1527011081684
"655",483,18.1567115889333
"656",959,18.1606288925212
"657",607,18.1710155819311
"658",888,18.1777623609773
"659",542,18.1881243310343
"660",612,18.1901132500638
"661",472,18.1907998588728
"662",717,18.2218367216952
"663",535,18.2264253982291
"664",806,18.2503613072751
"665",643,18.2587997609401
"666",550,18.2632280749059
"667",863,18.2658576805191
"668",897,18.2782551432735
"669",358,18.2804414302464
"670",374,18.2901011021318
"671",764,18.3182349246939
"672",819,18.3276094220817
"673",504,18.345689923277
"674",865,18.3601246758535
"675",51,18.3743504522186
"676",434,18.3882089705881
"677",44,18.3932301832907
"678",833,18.4042770050528
"679",547,18.4080645031366
"680",556,18.4135776582784
"681",869,18.4353307113113
"682",259,18.444149997183
"683",32,18.448822737229
"684",252,18.4696641029981
"685",821,18.4790315382251
"686",832,18.5191900751209
"687",321,18.5376638734077
"688",356,18.5768125492739
"689",491,18.5842648564044
"690",12,18.6412316234364
"691",110,18.6424379461354
"692",78,18.6514793566894
"693",60,18.6536006077782
"694",803,18.6653637413347
"695",178,18.6931963266655
"696",656,18.7133996156928
"697",136,18.720756955657
"698",214,18.7225289375575
"699",4,18.7275234365198
"700",274,18.7614252812266
"701",679,18.7710883444869
"702",144,18.7996551905771
"703",666,18.8350294055956
"704",629,18.8468271441578
"705",202,18.8517515539333
"706",333,18.9227085240858
"707",644,18.9227085240858
"708",473,18.9486838766275
"709",317,18.9613994817703
"710",652,18.9789119540187
"711",98,18.9923073390609
"712",443,19.0076677410907
"713",524,19.0107299268332
"714",460,19.0138675633879
"715",967,19.0489622992469
"716",233,19.0555358626517
"717",696,19.0611097948887
"718",567,19.0875631820292
"719",440,19.1074380488852
"720",585,19.1168360621311
"721",675,19.1712472283146
"722",451,19.2477425194593
"723",212,19.2621918718507
"724",874,19.3120278053421
"725",251,19.3284455162715
"726",199,19.33828257862
"727",966,19.3383058049848
"728",522,19.3572260164098
"729",563,19.3827278497532
"730",927,19.3963680065529
"731",285,19.3973235158074
"732",812,19.4066783819298
"733",831,19.4111447922714
"734",261,19.4253030895272
"735",665,19.4253030895272
"736",775,19.4271151552312
"737",26,19.4283841157118
"738",813,19.4457608313149
"739",901,19.4468884596877
"740",189,19.4639716814751
"741",565,19.4763739990559
"742",30,19.4850548897111
"743",182,19.4871426119746
"744",188,19.4890182741843
"745",45,19.5274212996298
"746",995,19.5723112867879
"747",942,19.5756299308669
"748",442,19.5797481974184
"749",934,19.6136887924422
"750",381,19.6556112293654
"751",137,19.6570334972432
"752",986,19.6661476302443
"753",740,19.6887525394137
"754",926,19.6943260125057
"755",746,19.711439607238
"756",289,19.7348363260699
"757",763,19.7458123027636
"758",173,19.756514670272
"759",650,19.7854362875785
"760",81,19.7977563082402
"761",975,19.8193194048526
"762",238,19.8230943688469
"763",818,19.8244683318883
"764",834,19.8256325491198
"765",463,19.831486687017
"766",191,19.8441978824545
"767",743,19.9021818226289
"768",747,19.9021956455154
"769",436,19.9066011526071
"770",240,19.9087422774078
"771",34,19.9129969619466
"772",501,19.927176559486
"773",149,19.9410130659403
"774",895,19.9598398161117
"775",948,20.0033183636635
"776",965,20.031610244634
"777",544,20.0503690548037
"778",879,20.0612111611455
"779",55,20.0684534939646
"780",738,20.0721228259765
"781",399,20.0822138552504
"782",662,20.1333683206808
"783",845,20.1360804738678
"784",162,20.1674020648113
"785",158,20.2046679211873
"786",309,20.2487108197025
"787",979,20.2734632630687
"788",771,20.27730548986
"789",376,20.278025801338
"790",270,20.2882583765577
"791",577,20.3157890210054
"792",413,20.3456648715279
"793",733,20.3602617506163
"794",315,20.3646297370247
"795",480,20.3826798527926
"796",683,20.4054365066773
"797",719,20.4212348128903
"798",622,20.4494959165905
"799",89,20.4585542076477
"800",276,20.4628512776757
"801",891,20.4655085526727
"802",868,20.4926389100474
"803",614,20.5010868091141
"804",164,20.5209115571924
"805",947,20.5302305873979
"806",578,20.5463147253638
"807",960,20.6526809371504
"808",471,20.6714004198328
"809",949,20.7225012960535
"810",200,20.7368690839515
"811",66,20.7530678773602
"812",531,20.7621559010545
"813",632,20.76777337981
"814",62,20.7680422041987
"815",398,20.8612966726202
"816",266,20.884949514298
"817",538,20.9357969172852
"818",306,20.9451976549915
"819",753,20.9551694350491
"820",208,20.9844915586529
"821",710,21.0149779302679
"822",295,21.0179105398955
"823",689,21.0543332357228
"824",789,21.1334284882702
"825",858,21.1438581005817
"826",925,21.1441480327829
"827",884,21.1710544973149
"828",505,21.1844621806507
"829",521,21.1897443330436
"830",177,21.1914800357388
"831",468,21.2053968097531
"832",390,21.2554903013843
"833",22,21.2633541127381
"834",939,21.2844546193612
"835",364,21.3058097776734
"836",611,21.3128194332769
"837",94,21.3205517929042
"838",302,21.3590084044236
"839",981,21.3652537795435
"840",482,21.3675624196959
